,Rteam_TOP,Bteam_TOP,Rteam_MIDDLE,Bteam_MIDDLE,Rteam_BOTTOM,Bteam_BOTTOM,Rteam_SUPPORT,Bteam_SUPPORT,Rteam_JUNGLE,Bteam_JUNGLE
4340,Jax,Akali,Zilean,Zed,Ashe,Caitlyn,Bard,Soraka,Khazix,Rammus
4343,Karma,Fiora,Qiyana,Sylas,Ezreal,Tristana,Leona,Yuumi,Shyvana,Elise
4345,Ryze,Jax,Qiyana,Sylas,Vayne,Lucian,Thresh,Bard,Elise,RekSai
4346,Jax,Poppy,Galio,Lulu,Lucian,Kaisa,Braum,Nautilus,DrMundo,RekSai
4348,Vladimir,Fiora,Malzahar,Talon,Kaisa,Lucian,Nautilus,Bard,Warwick,Taliyah
4349,Vladimir,Karma,Ahri,Aatrox,Lucian,Kaisa,Rakan,Nautilus,Trundle,Sejuani
4351,Yorick,Karma,Zoe,AurelionSol,Caitlyn,Ezreal,Thresh,Bard,Elise,Graves
4353,Urgot,Kennen,Sylas,Katarina,Ezreal,Kaisa,Volibear,Nautilus,Ekko,Karthus
4355,Shen,Mordekaiser,Qiyana,Yasuo,Kaisa,Lucian,Karma,Bard,Nidalee,Evelynn
4356,Camille,Zilean,Leblanc,Zoe,Kaisa,Twitch,Thresh,Nami,Elise,Sylas
4358,Renekton,Lucian,Annie,Zoe,Ezreal,Xayah,Thresh,Bard,Olaf,Sylas
4359,Camille,Kayle,Maokai,Malzahar,Ezreal,Kaisa,Bard,Alistar,Gragas,LeeSin
4362,Gangplank,Renekton,Vladimir,Talon,Kaisa,Ezreal,JarvanIV,Thresh,LeeSin,Nidalee
4364,Irelia,Riven,Cassiopeia,Katarina,Twitch,Kaisa,Lulu,Thresh,MasterYi,JarvanIV
4366,Trundle,Garen,Qiyana,Ryze,Kaisa,Lucian,Janna,Nautilus,Gragas,Sylas
4370,Hecarim,Renekton,TwistedFate,Annie,Kaisa,Ezreal,Sona,Yuumi,Elise,Shyvana
4378,Aatrox,Poppy,Sylas,Xerath,Kaisa,Lucian,Morgana,Nautilus,Ivern,Khazix
4383,Irelia,Jayce,Sylas,Karma,Ezreal,Kaisa,Thresh,Alistar,Elise,XinZhao
4384,Diana,Vayne,Qiyana,Orianna,Ezreal,Kaisa,Maokai,Karma,LeeSin,Nocturne
4391,Tryndamere,Garen,Kled,Xerath,Kaisa,Draven,Blitzcrank,Thresh,Taliyah,Nunu
4392,Zed,Vladimir,Veigar,Yasuo,Ezreal,Xayah,Thresh,Morgana,Sylas,Elise
4393,Irelia,Aatrox,TwistedFate,Anivia,Ashe,Ezreal,Karma,Soraka,JarvanIV,LeeSin
4399,Jax,Aatrox,Viktor,Fizz,Xayah,Kaisa,Rakan,Alistar,Karthus,Qiyana
4400,Gangplank,Kled,Ekko,Veigar,Lucian,Xayah,Maokai,Nautilus,Olaf,Zac
4409,Kennen,Shen,Qiyana,Irelia,Xayah,MissFortune,Zyra,Thresh,Ekko,LeeSin
4410,Camille,Jax,Vladimir,Irelia,Kaisa,Xayah,Alistar,Ornn,LeeSin,Elise
4416,Kled,Jax,Cassiopeia,TwistedFate,Kaisa,Lucian,Nautilus,Thresh,Khazix,Nidalee
4419,Kled,Riven,Nocturne,Syndra,Kaisa,Tristana,Lulu,Karma,JarvanIV,Sejuani
4420,Kled,Akali,Lux,Talon,Caitlyn,Ezreal,Thresh,Swain,Elise,Shaco
4425,Garen,Kled,Leblanc,Qiyana,Lucian,Ezreal,Blitzcrank,Pyke,LeeSin,Elise
4426,Camille,Kled,Orianna,Viktor,Kaisa,Ezreal,Morgana,Thresh,Nidalee,Elise
4428,Irelia,Kennen,Orianna,Akali,Kaisa,Ezreal,Thresh,Soraka,DrMundo,LeeSin
4430,Malphite,Kled,Qiyana,Talon,Ezreal,Tristana,Bard,Pyke,Ekko,Elise
4432,Fiora,Irelia,Xerath,Ryze,Ezreal,Lucian,Bard,Nautilus,RekSai,LeeSin
4436,Kled,Akali,Corki,Cassiopeia,Varus,MissFortune,Karma,Thresh,Vi,Khazix
4438,Renekton,Irelia,Kassadin,Zac,Xayah,Ezreal,Rakan,Thresh,Taliyah,LeeSin
4440,Gangplank,Kled,Rumble,TwistedFate,Ezreal,Kaisa,Velkoz,Soraka,Karthus,Taliyah
4443,Irelia,Kayle,Ezreal,Katarina,Jinx,Syndra,Sona,Leona,Karthus,Qiyana
4444,Akali,Fiora,Qiyana,Irelia,Ashe,Lucian,Rakan,Nautilus,Gragas,Elise
4445,Kled,Irelia,Kassadin,Ekko,Lucian,Ezreal,Thresh,Leona,Olaf,Khazix
4449,Ryze,Irelia,Zilean,Talon,MissFortune,Lucian,Lux,Fiddlesticks,Khazix,Ekko
4450,Jax,Aatrox,Leblanc,Akali,Ezreal,Ashe,Zyra,Yuumi,LeeSin,Evelynn
4451,Garen,Kled,Irelia,Ryze,Vayne,Ezreal,Thresh,Braum,Ekko,LeeSin
4460,Kennen,Jax,Pantheon,Akali,Kaisa,Ezreal,Zac,Leona,XinZhao,Khazix
4461,Garen,Fiora,Talon,Katarina,Kaisa,Ezreal,Zac,Bard,Gragas,Warwick
4464,Riven,Urgot,Kled,Akali,Ezreal,Ashe,Bard,Thresh,Zac,Gragas
4469,Garen,Fiora,TwistedFate,Diana,Kaisa,Vayne,Blitzcrank,Thresh,Ekko,LeeSin
4470,Garen,Vladimir,Leblanc,Talon,Lucian,Ezreal,Blitzcrank,Nautilus,LeeSin,Ekko
4473,Vayne,Garen,Zoe,Ekko,Kaisa,Jinx,Rakan,Thresh,LeeSin,Nidalee
4474,Viktor,Kayle,Irelia,Fizz,Ashe,Caitlyn,Braum,Nautilus,RekSai,Gragas
4476,Renekton,Urgot,Ekko,Zed,MissFortune,Ezreal,Janna,Pyke,LeeSin,Karthus
4477,Garen,Quinn,Nocturne,Leblanc,Xayah,Kaisa,Leona,Nautilus,Nidalee,Ekko
4478,Garen,Kled,Qiyana,Annie,Ezreal,Lucian,Pyke,Leona,Karthus,Elise
4479,Gangplank,Aatrox,Azir,Cassiopeia,Kaisa,Zoe,Pyke,Thresh,Taliyah,Elise
4480,Kayle,Jax,Cassiopeia,Karthus,Lucian,Ezreal,Janna,Alistar,Hecarim,Ekko
4483,Kennen,Camille,Ahri,Garen,Lucian,Ezreal,Janna,Morgana,LeeSin,RekSai
4487,Poppy,Kled,Lissandra,Fizz,Xayah,Lucian,Rakan,Leona,Qiyana,Twitch
4489,Ryze,Irelia,Kled,Zed,Lucian,Xayah,Yuumi,Nautilus,RekSai,LeeSin
4490,Camille,Fiora,Lissandra,Kled,Ashe,Jinx,Nautilus,Blitzcrank,Ekko,Karthus
4492,Kled,Kayle,Talon,Zed,Ezreal,Vayne,Taric,Pyke,Elise,Gragas
4498,Kled,Gangplank,Cassiopeia,Ryze,MissFortune,Kaisa,Shen,Leona,Nidalee,RekSai
4499,Khazix,Camille,Akali,Lissandra,Tristana,Kaisa,Nautilus,Bard,Elise,Ekko
4502,Vladimir,Gangplank,Qiyana,Talon,Xayah,Ezreal,Rakan,Karma,Kindred,Ekko
4504,Riven,Rengar,Lux,Brand,Lucian,Ashe,Blitzcrank,Soraka,Ekko,Elise
4507,Fiora,Jax,Vladimir,Qiyana,Xayah,Kaisa,Blitzcrank,Thresh,Gragas,Ekko
4510,Aatrox,Sylas,Ahri,Yasuo,Kaisa,Ashe,Fiddlesticks,Pyke,LeeSin,Pantheon
4514,Gangplank,Malphite,Sylas,Ryze,Ezreal,Annie,Blitzcrank,Swain,Nocturne,LeeSin
4516,Mordekaiser,Gangplank,Irelia,Talon,KogMaw,Viktor,Swain,Zed,MasterYi,MasterYi
4517,Camille,Mordekaiser,Heimerdinger,Lissandra,Ezreal,Yasuo,Thresh,Soraka,LeeSin,Skarner
4518,Aatrox,Garen,TwistedFate,Teemo,Ashe,Vayne,Ezreal,Xerath,Ekko,Hecarim
4523,Garen,Fiora,Jayce,Ryze,Ezreal,Jinx,Zilean,Thresh,Evelynn,Ekko
4524,Camille,Chogath,Cassiopeia,Ryze,Lucian,Kaisa,Nautilus,Leona,Karthus,LeeSin
4525,Jax,Camille,Jayce,Katarina,Lucian,Ezreal,Leona,Pyke,Taliyah,Nidalee
4527,Vladimir,Jayce,Ezreal,Yasuo,MissFortune,Tristana,Thresh,Blitzcrank,Elise,Gragas
4529,Vladimir,Yasuo,Veigar,Ornn,Xayah,Kaisa,Jax,Lulu,LeeSin,Vi
4532,Renekton,Kennen,Akali,Ryze,Ezreal,Draven,Braum,Galio,Nidalee,LeeSin
4533,Fiora,Garen,Renekton,Lissandra,Ashe,Kaisa,Swain,Rakan,Elise,Shyvana
4534,Irelia,Garen,Garen,Leblanc,Pantheon,Ashe,Swain,Blitzcrank,MasterYi,Skarner
4535,Garen,Garen,Akali,Leblanc,Kaisa,Ashe,Blitzcrank,Shaco,Shaco,XinZhao
4540,Vladimir,Darius,Ekko,Akali,Xayah,Lucian,Alistar,Leona,XinZhao,Khazix
4542,Gangplank,Jax,Sylas,Azir,Xayah,Tristana,Leona,Shen,RekSai,JarvanIV
4543,Fiora,Jax,Sylas,Zoe,Kaisa,MissFortune,Nautilus,Fiddlesticks,LeeSin,Nidalee
4546,Pantheon,Vladimir,Jayce,Irelia,Xayah,Veigar,Rakan,Blitzcrank,Shyvana,LeeSin
4547,Camille,Jayce,Lucian,Ahri,Ezreal,Swain,Braum,Alistar,Elise,Nunu
4549,Kennen,Kayle,Vladimir,Akali,Lucian,MissFortune,Velkoz,Soraka,LeeSin,JarvanIV
4554,Vladimir,Aatrox,Irelia,Xerath,Lucian,Kaisa,Nautilus,Lux,Karthus,Khazix
4555,Camille,Jax,Ahri,Xerath,Kaisa,Ezreal,Gragas,Taric,Khazix,Shyvana
4557,Singed,Irelia,Xerath,Sylas,Vladimir,Tristana,Thresh,Alistar,LeeSin,Sejuani
4558,Quinn,Ahri,Zed,Renekton,TwistedFate,Lucian,Veigar,Blitzcrank,Nunu,Kindred
4559,Akali,Garen,Yasuo,Sylas,Vayne,Twitch,Thresh,Yuumi,Karthus,LeeSin
4560,Heimerdinger,Akali,Zed,Veigar,Kindred,Jinx,JarvanIV,Blitzcrank,Nunu,LeeSin
4562,Vladimir,Aatrox,Morgana,Ryze,MissFortune,Ezreal,Yuumi,Rakan,Kindred,Nidalee
4564,Camille,Jayce,Sylas,Ryze,Ashe,Varus,Karma,Fiddlesticks,Ekko,Nidalee
4567,Jax,Vladimir,Syndra,Ahri,Lucian,Xayah,Nautilus,Leona,Zac,LeeSin
4569,Vladimir,Aatrox,Karma,Fizz,Xayah,Kaisa,Zyra,Blitzcrank,Khazix,RekSai
4570,Heimerdinger,Lux,Leblanc,Vladimir,Ashe,Ezreal,Pyke,Yuumi,LeeSin,Nocturne
4572,Jax,Renekton,Tristana,Qiyana,Kaisa,Draven,Fiddlesticks,Bard,LeeSin,Elise
4579,Jax,Camille,Leblanc,Yasuo,Ezreal,Lucian,Rakan,Braum,RekSai,XinZhao
4580,Vladimir,Fiora,Ryze,Kayle,Twitch,Kaisa,Thresh,Leona,Kindred,JarvanIV
4591,Jax,Darius,Akali,Katarina,Lucian,Kaisa,Blitzcrank,Pyke,LeeSin,Olaf
4593,Lissandra,Vladimir,Qiyana,Jayce,Ashe,MissFortune,TahmKench,Thresh,Karthus,Vi
4597,Vladimir,Fiora,Aatrox,Sylas,Lucian,Ezreal,Pyke,Shen,Nidalee,Evelynn
4600,Garen,Akali,Irelia,Viktor,Lucian,Tristana,Neeko,Rakan,Sylas,Kindred
4607,Camille,Mordekaiser,Talon,Akali,Kaisa,Tristana,Lulu,Rakan,Shyvana,LeeSin
4617,Vladimir,Akali,Garen,Aatrox,Kaisa,Ezreal,Blitzcrank,Fiddlesticks,Elise,Nidalee
4619,Illaoi,Garen,Akali,Anivia,Lucian,Xayah,Blitzcrank,Soraka,Nidalee,Elise
4622,Aatrox,Teemo,Akali,Karma,Kaisa,Lucian,Morgana,Thresh,LeeSin,Khazix
4651,Pantheon,Camille,Talon,Lucian,MissFortune,Yasuo,Pyke,Braum,XinZhao,Elise
4653,Renekton,Camille,Aatrox,Talon,Kaisa,Ezreal,Bard,Fiddlesticks,Hecarim,Nidalee
4664,Gangplank,JarvanIV,Ryze,Pantheon,Xayah,Kaisa,Rakan,Blitzcrank,Ekko,Taliyah
4667,Olaf,Malphite,Ryze,Pantheon,Xayah,Kaisa,Blitzcrank,Alistar,Zac,Taliyah
4671,Kayle,Zilean,Yasuo,Lucian,Ezreal,Kaisa,Zyra,Blitzcrank,Karthus,Elise
4685,Fiora,Darius,Vladimir,Sylas,Ashe,Kaisa,Pyke,Blitzcrank,Shyvana,LeeSin
4699,Taric,Vladimir,TwistedFate,Yasuo,Ashe,Kaisa,Nautilus,Pyke,Evelynn,Elise
4702,Quinn,Yasuo,Pantheon,Malzahar,Vayne,Lucian,Thresh,Morgana,Elise,Nocturne
4703,Kayle,Akali,Talon,Pyke,Kaisa,Xayah,Blitzcrank,Rakan,Khazix,Ekko
4705,Gangplank,Aatrox,Qiyana,Jayce,Lucian,Kaisa,Rakan,Lulu,Ekko,Nidalee
4707,Jax,Jayce,Nocturne,Katarina,Xayah,Kaisa,Blitzcrank,Rakan,Khazix,LeeSin
4708,Vayne,Mordekaiser,TwistedFate,Yasuo,Kaisa,Xayah,Blitzcrank,Pyke,LeeSin,Nidalee
4713,Thresh,Garen,Yasuo,Zed,Caitlyn,Xayah,Yuumi,Blitzcrank,LeeSin,Karthus
4715,Garen,Quinn,AurelionSol,Talon,MissFortune,Kaisa,Janna,Leona,Khazix,Ekko
4716,Shen,Renekton,Akali,TwistedFate,Ezreal,Kaisa,Nautilus,Thresh,Rengar,Karthus
4721,Olaf,Irelia,Yasuo,Akali,Tristana,Ezreal,Nautilus,Pyke,Karthus,Nidalee
4724,Kennen,Mordekaiser,Jayce,Syndra,Ezreal,Caitlyn,Alistar,Volibear,Gragas,Khazix
4726,Ryze,Renekton,Jayce,Taliyah,Lucian,Caitlyn,Nautilus,Leona,Gragas,RekSai
4730,Malphite,Jax,Yasuo,Syndra,Kindred,Taric,Leona,Sona,Shyvana,XinZhao
4731,Kennen,Corki,Galio,Jayce,Kaisa,Lucian,Bard,Shen,LeeSin,Nidalee
4732,Fiora,Akali,Vladimir,Jayce,Jhin,Kaisa,Thresh,Nautilus,RekSai,LeeSin
4733,Irelia,Yorick,Kayle,Yasuo,Lucian,MissFortune,Rakan,Nautilus,Karthus,Gragas
4735,Karma,Darius,Kaisa,Galio,Talon,Lucian,Alistar,Lux,Elise,LeeSin
4736,Kled,Renekton,Zoe,Talon,Kaisa,Xayah,Poppy,Morgana,Ekko,Gragas
4737,Kayle,Irelia,Tristana,Malzahar,Ashe,Ezreal,Syndra,Karma,Gragas,Nidalee
4738,Quinn,Renekton,TwistedFate,Yasuo,Kaisa,Jinx,Thresh,Morgana,LeeSin,Karthus
4741,Aatrox,Cassiopeia,Yasuo,Orianna,Jinx,Ezreal,Lulu,Braum,Gragas,Khazix
4742,Rengar,Poppy,Talon,Jayce,Kaisa,Ezreal,Bard,Blitzcrank,Karthus,Nidalee
4745,Sion,Kayle,Lucian,Galio,Kaisa,Ezreal,Blitzcrank,Velkoz,Taliyah,LeeSin
4747,Mordekaiser,Garen,Ahri,Jayce,Heimerdinger,Kaisa,Yuumi,Pyke,Qiyana,Khazix
4751,Chogath,Teemo,Talon,Camille,Xayah,Kaisa,Thresh,Zac,Olaf,Taliyah
4753,Kennen,Quinn,Qiyana,Jayce,Ashe,Kaisa,TahmKench,Zyra,Vi,Olaf
4756,Rengar,Jayce,Irelia,Galio,Lucian,MissFortune,Leblanc,Pyke,RekSai,LeeSin
4758,Kennen,Jax,Leblanc,Velkoz,Lucian,Kaisa,Nautilus,Nami,LeeSin,XinZhao
4760,Fiora,Rumble,TwistedFate,Galio,Jinx,Kaisa,Nautilus,Bard,LeeSin,Khazix
4762,Fiora,Camille,Jayce,Yasuo,Xayah,Kaisa,Janna,Karma,Gragas,Ekko
4763,Yasuo,Kennen,AurelionSol,TwistedFate,Lucian,Jhin,Zilean,Alistar,Nidalee,Nocturne
4764,Jax,Kennen,Sylas,Jayce,Ezreal,Kaisa,Karma,Morgana,Nunu,Olaf
4765,Kayle,Gangplank,Qiyana,Jayce,Jhin,Ezreal,Karma,Janna,Khazix,Elise
4767,Nidalee,Akali,Irelia,Jayce,MissFortune,Jinx,Leona,Thresh,Elise,LeeSin
4769,Vladimir,Riven,Syndra,Jayce,Ezreal,Yasuo,Thresh,Volibear,LeeSin,Elise
4771,Renekton,Jax,Zoe,Irelia,Kaisa,Lucian,Soraka,Thresh,LeeSin,Elise
4772,Vladimir,Aatrox,Jayce,Ahri,Jinx,Ashe,Janna,Thresh,Olaf,Elise
4782,Vladimir,Kayle,Jayce,Yasuo,Caitlyn,MissFortune,Nami,Gragas,Taliyah,Ekko
4783,Nidalee,Karma,Yasuo,Jayce,Sivir,Kaisa,Shen,Bard,Ekko,Graves
4785,Aatrox,Mordekaiser,Ahri,Jayce,Kaisa,Ezreal,Nautilus,Fiddlesticks,Olaf,LeeSin
4786,Sylas,Illaoi,Talon,Jayce,MissFortune,Kaisa,Rakan,Thresh,XinZhao,Nidalee
4787,Jax,Singed,MonkeyKing,Jayce,Caitlyn,Kaisa,Nami,Morgana,DrMundo,Gragas
4789,Kennen,Ryze,Talon,Camille,Xayah,Kaisa,Rakan,Morgana,Khazix,LeeSin
4790,Jax,Ornn,Leblanc,Katarina,Ezreal,Xayah,Fiddlesticks,Rakan,Olaf,LeeSin
4794,Teemo,Fiora,TwistedFate,Kaisa,Lucian,Veigar,Thresh,Lulu,Olaf,Zac
4795,Fiora,Kayle,Jayce,Syndra,Caitlyn,Ezreal,Thresh,Blitzcrank,Olaf,Qiyana
4796,Renekton,Quinn,Galio,Jayce,Twitch,Ezreal,Pyke,Thresh,LeeSin,Elise
4798,Kayle,Nocturne,Jayce,Ornn,Ashe,Vladimir,Fiddlesticks,Thresh,Olaf,Elise
4799,Rumble,Gangplank,Vayne,Zoe,Kaisa,Lucian,Blitzcrank,Lulu,RekSai,JarvanIV
4804,Lucian,Jax,Talon,Akali,Kaisa,Ashe,Blitzcrank,Thresh,Karthus,Khazix
4805,Kennen,Olaf,Ahri,Cassiopeia,Kaisa,Xayah,Blitzcrank,Maokai,LeeSin,Nidalee
4809,Riven,Ekko,Anivia,Veigar,KogMaw,MissFortune,Blitzcrank,Thresh,LeeSin,Elise
4813,Kennen,Kayle,Anivia,Nocturne,Ezreal,Xayah,Bard,Leona,LeeSin,Nidalee
4815,Jax,Kayle,Qiyana,Garen,Draven,Kaisa,Nautilus,Blitzcrank,Taliyah,Kindred
4820,Fiora,Ornn,Yasuo,Kled,Lucian,Ashe,Pyke,Braum,Gragas,LeeSin
4828,Pantheon,Kayle,Viktor,Zoe,Kaisa,Xayah,Nautilus,Leona,Gragas,LeeSin
4836,Kennen,Ryze,TwistedFate,Heimerdinger,Kaisa,Ezreal,Leona,Alistar,Rengar,Olaf
4837,Mordekaiser,Kayle,Pantheon,Sylas,Jhin,Ezreal,Lux,Blitzcrank,Elise,LeeSin
4838,Heimerdinger,Jax,Jayce,Zoe,Ezreal,Lucian,Nautilus,Leona,Taliyah,JarvanIV
4841,Kled,Malzahar,Galio,Qiyana,Xayah,Kaisa,Blitzcrank,Leona,Nidalee,LeeSin
4842,Gragas,Kaisa,Irelia,Kassadin,Lucian,Varus,Shen,Blitzcrank,LeeSin,Ekko
4846,Sylas,Mordekaiser,Cassiopeia,Qiyana,Kaisa,Ezreal,Alistar,Velkoz,Rammus,Nocturne
4848,Gangplank,Riven,Sylas,Leblanc,Ezreal,Lucian,Thresh,Blitzcrank,Warwick,Nunu
4855,Riven,Pantheon,Renekton,Irelia,Ashe,Jinx,Karma,Blitzcrank,Elise,Nocturne
4858,Vladimir,Sivir,Qiyana,Lucian,Ezreal,Jinx,Swain,Leona,LeeSin,Karthus
4859,Vladimir,Irelia,Jayce,Cassiopeia,Vayne,MissFortune,Leona,Blitzcrank,Nidalee,XinZhao
4861,Lucian,Fiora,Fizz,Leblanc,Xayah,Ezreal,Blitzcrank,Leona,JarvanIV,Ekko
4863,Rengar,Kled,Cassiopeia,Akali,Kaisa,Ezreal,Nautilus,Blitzcrank,Sylas,Karthus
4864,Kayle,Katarina,Fiora,Darius,Kaisa,Kalista,Shen,Blitzcrank,Elise,Taliyah
4865,Mordekaiser,Jax,Qiyana,Fizz,Xayah,MissFortune,Blitzcrank,Sion,RekSai,Graves
4867,Vladimir,Kayle,Katarina,TwistedFate,Kaisa,Tristana,Nautilus,Blitzcrank,LeeSin,Khazix
4875,Aatrox,Karma,Renekton,Ryze,Jhin,Kaisa,Blitzcrank,Rakan,Gragas,LeeSin
4877,Irelia,Karma,Akali,Talon,Kaisa,Lucian,Blitzcrank,Thresh,Gragas,Elise
4879,Lulu,Ryze,Ekko,Pantheon,Kaisa,Lucian,Volibear,Blitzcrank,Sylas,RekSai
4884,Jax,Sylas,Corki,Camille,Kaisa,Xayah,Rakan,Blitzcrank,Zac,Aatrox
4885,Akali,Kassadin,Katarina,Orianna,Vayne,Ezreal,Blitzcrank,Leona,Pantheon,DrMundo
4889,Jax,Gnar,Irelia,Sylas,Kaisa,Lucian,Blitzcrank,Yuumi,Evelynn,Taliyah
4891,Darius,Ornn,Aatrox,Gangplank,Yasuo,Kaisa,Gragas,Blitzcrank,Elise,Nunu
4894,Kennen,Jax,Malzahar,Sylas,Kaisa,Syndra,Volibear,Leona,Rammus,Sejuani
4896,Shen,Garen,Ahri,Anivia,Sivir,Kaisa,Pyke,Blitzcrank,Olaf,Sylas
4897,MonkeyKing,Renekton,Talon,TwistedFate,Kaisa,Xayah,Taric,Blitzcrank,RekSai,Sylas
4899,Qiyana,Tristana,Xerath,Anivia,Ezreal,Ashe,Zyra,Lulu,Elise,Olaf
4901,Fiora,Riven,Ornn,Fizz,Xayah,Caitlyn,Thresh,Nautilus,Nidalee,Elise
4902,Riven,Kayle,Yasuo,Vladimir,Ashe,Xayah,MissFortune,Rakan,Zac,Nidalee
4910,Gangplank,Qiyana,Veigar,Ryze,Ezreal,Lucian,Yuumi,Malphite,LeeSin,LeeSin
4912,Aatrox,Riven,Zilean,Orianna,Ashe,Jhin,Nautilus,Janna,Nidalee,RekSai
4916,Poppy,Ryze,Galio,Akali,Kaisa,Xayah,Nautilus,Leona,Ekko,Taliyah
4928,Graves,Lux,Viktor,Ekko,Caitlyn,Lucian,Thresh,Braum,Garen,Sion
4931,Rammus,Qiyana,Zoe,Yasuo,Xayah,Sivir,Bard,Rakan,LeeSin,Kindred
4972,Jax,Kennen,Qiyana,Garen,Ezreal,Xayah,Rakan,Morgana,Kindred,Ekko
4986,Viktor,Qiyana,Jayce,Karma,Varus,Jinx,Morgana,Thresh,Khazix,Ekko
4995,Kled,Qiyana,Rumble,Pyke,Kaisa,Xayah,Nautilus,Thresh,XinZhao,Zac
4996,Jax,Nasus,Mordekaiser,Yasuo,Ezreal,Lucian,Pantheon,Fiddlesticks,Nidalee,Taliyah
5008,Tryndamere,Akali,Tristana,Katarina,Ashe,MissFortune,Braum,Nautilus,Karthus,Olaf
5010,Garen,Aatrox,Akali,Zed,Kaisa,Xayah,Maokai,Thresh,Ekko,Shyvana
5012,Kayle,Jax,Lissandra,Leblanc,Ezreal,Kaisa,Soraka,Galio,Nidalee,LeeSin
5013,Quinn,Akali,Sylas,Ekko,Lucian,Xayah,Janna,Thresh,Gragas,LeeSin
5014,Sylas,Ornn,Kassadin,Vladimir,Ezreal,Kaisa,Fiddlesticks,Nautilus,Graves,Zac
5015,Aatrox,Quinn,Leblanc,Kassadin,Caitlyn,Ezreal,Morgana,Janna,LeeSin,Ekko
5016,Ornn,Ryze,Anivia,Aatrox,Kaisa,Ashe,Thresh,Nautilus,Olaf,RekSai
5018,Aatrox,Shen,Orianna,Akali,Kaisa,Jinx,Thresh,Nautilus,LeeSin,Nidalee
5023,Garen,Kayle,Velkoz,Anivia,Xayah,Ezreal,Sona,Karma,JarvanIV,Pantheon
5025,Jayce,Jax,Akali,Irelia,Jinx,Draven,Zyra,Karma,Kindred,Shyvana
5029,Rammus,Riven,Diana,Yasuo,Jinx,Bard,Blitzcrank,Taliyah,Warwick,LeeSin
5032,Mordekaiser,Jax,Annie,Vladimir,Xayah,Ezreal,Volibear,Morgana,Aatrox,Taliyah
5033,Pantheon,Fizz,Akali,Katarina,Ashe,Kaisa,Nami,Nautilus,Karthus,LeeSin
5034,Teemo,Riven,Camille,Sylas,Vayne,Kaisa,Yuumi,Pyke,Ekko,Zac
5035,Vladimir,Tristana,AurelionSol,Pantheon,Xayah,Kaisa,Rakan,Pyke,Elise,Karthus
5037,Sylas,Pantheon,Rengar,Qiyana,Sivir,Kaisa,Braum,Nautilus,LeeSin,Ekko
5040,Garen,Vladimir,Kassadin,Viktor,Heimerdinger,Jinx,Pyke,Thresh,LeeSin,Elise
5041,Tristana,Kled,Viktor,Orianna,Draven,Ashe,Leona,Karma,Ekko,Khazix
5043,Akali,Hecarim,Annie,Irelia,Jhin,Kaisa,Thresh,Blitzcrank,Elise,Olaf
5044,Jayce,Irelia,Ezreal,Akali,Kaisa,MissFortune,Bard,Leona,Sylas,Garen
5047,Jayce,Heimerdinger,Lissandra,Talon,Xayah,Sivir,Nautilus,Leona,Ekko,Taliyah
5052,Aatrox,Jayce,Ryze,Akali,Ezreal,Sivir,Nautilus,Rakan,Ekko,LeeSin
5056,Sion,Kennen,Sylas,Orianna,Sivir,Kaisa,Leona,Blitzcrank,Taliyah,Olaf
5057,Olaf,Rengar,Irelia,TwistedFate,Kaisa,Ezreal,Bard,Zilean,Ekko,Taliyah
5060,Renekton,Irelia,Jayce,Zoe,Sivir,Kaisa,Pyke,Nautilus,Nidalee,LeeSin
5061,Vladimir,Kennen,Leblanc,Aatrox,MissFortune,Sivir,Thresh,Pyke,Nunu,Graves
5066,Vladimir,Gangplank,TwistedFate,Zed,Ashe,Jinx,Thresh,Nautilus,Khazix,Kayn
5074,Tristana,Vayne,Akali,TwistedFate,Kaisa,Ashe,Blitzcrank,Morgana,Ekko,Karthus
5078,Leblanc,Quinn,Jayce,Zoe,Kaisa,Lucian,Bard,Volibear,Ekko,Karthus
5081,Viktor,Vayne,Ezreal,Xerath,Yasuo,Jinx,Pyke,Alistar,LeeSin,Olaf
5084,Kayle,Shen,Ryze,Leblanc,Kaisa,Xayah,Blitzcrank,Rakan,Ivern,Karthus
5104,Poppy,Garen,Zilean,TwistedFate,Ezreal,Vayne,Pyke,Xerath,Olaf,Zac
5110,Rengar,Garen,Leblanc,Viktor,Ezreal,Kaisa,Nautilus,Bard,Taliyah,RekSai
5113,Camille,Rammus,Aatrox,Leblanc,Xayah,Kaisa,Bard,Blitzcrank,Elise,LeeSin
5114,Jayce,Vladimir,Fizz,Galio,Ashe,Jinx,Braum,Nautilus,Karthus,Olaf
5118,Teemo,Kayle,Yasuo,Zilean,Kaisa,Jinx,Leona,Fiddlesticks,Poppy,LeeSin
5120,Quinn,Irelia,Anivia,Syndra,Kaisa,Ezreal,Nautilus,Lux,Khazix,Ekko
5123,Mordekaiser,Garen,Ahri,Jayce,Heimerdinger,Kaisa,Yuumi,Pyke,Qiyana,Khazix
5125,Chogath,Teemo,Talon,Camille,Xayah,Kaisa,Thresh,Zac,Olaf,Taliyah
5127,Yasuo,Kennen,AurelionSol,TwistedFate,Lucian,Jhin,Zilean,Alistar,Nidalee,Nocturne
5137,Jax,Singed,MonkeyKing,Jayce,Caitlyn,Kaisa,Nami,Morgana,DrMundo,Gragas
5139,Kennen,Ryze,Talon,Camille,Xayah,Kaisa,Rakan,Morgana,Khazix,LeeSin
